ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,LTIM.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
4.658461782591338e-05,0.0037043623989060966,0.00023017644914759603,0.015736494173642,0.002555612633183922,0.08066644997955094,0.00109242618935969,0.00919343542875521,0.00398614165394211,0.00019129219015356024,0.0026774885996445133,0.0044463169122471,0.0003010078079144832,0.015202929796368964,0.09334998219792671,0.03770554479070784,0.0025582022936256736,0.03400751076274617,0.005600760039468074,0.18874324021770078,0.07521380294011556,0.00501309814916866,0.05277051835681602,0.005277035174042969,0.005400293319877937,0.017103688640138285,0.005340282624212906,0.011913917812842048,0.031544698188988515,0.0012865105945920243,0.0013878248577170356,0.025384947237957478,0.004451542682217093,0.013313836865740693,0.0010355370243194096,0.0023925636037799656,0.01909114710981865,0.008787879957717026,0.0005237440222104128,0.0016085421753158856,0.005568101776755746,0.001375286976054497,0.0003709927889028655,0.002653185426980906,0.001714901711181897,0.0900767635619256,0.0020842378521942553,0.022226906560414192
3.980791589417804e-05,0.0036860125884708027,0.00043831331064174027,0.00837801268998888,0.006996866122372841,0.07512900122540785,0.0011335833330457401,0.00914770798110093,0.0023223565755390576,0.002470287746666179,0.0026919299520082093,0.004331319802567399,0.00028706331578313526,0.0140537997772875,0.012210827378122886,0.012689677217738877,4.0898344379177234e-05,0.021771298563191828,0.005985136252350706,0.037269496666795174,0.0033564714554339403,0.005001701866049693,0.0527361254295964,0.005251628332717362,0.009710948856221556,0.017105131695757114,0.003792279446473836,0.012065102316034946,0.018122502514408213,0.002909152994552794,0.0012211417369470887,0.02438695097289042,0.004324000195954247,0.014396672127905505,0.00013392950386458252,0.007984388518332186,0.015180123383973263,0.008603570297302004,0.0005729777025583968,0.013317633645414089,0.005531068036067284,0.0013776797545611208,0.0009417042272140425,0.015557825321312797,0.001622930533613465,0.008871370727276858,0.004554786854117552,0.010572027031602923
0.0003831691700413688,0.0001392060876014966,0.00735189303646267,0.005776317687732524,0.006698271579954022,0.0570352019864377,0.002506641482798856,0.08420172578940568,0.00205501515768824,0.0010449011961875094,0.0026013481227507586,0.004383014141675329,0.0003048313536624885,0.05984253649733169,0.08569465224993228,0.07296738249355766,0.002974069067255381,0.1369180331330002,0.00597223324178738,0.021295251378767956,0.01694187685902961,0.004740043700173787,0.05398273344671333,0.005254230514624691,0.008913681614877239,0.013301737363607687,0.007119070499865002,0.0026684848398093614,0.031598742351494014,0.021205343288992234,0.0009848721973231178,0.0038743916961924835,0.004188711754714317,0.012567115141704074,0.0020611947803493534,0.013945045714355522,0.07284990801183912,0.001314414507562059,0.0002585111836010247,0.0020623940401673854,0.006049333785291707,0.0012173398040591396,0.0014826228043691037,0.0637220674229239,0.056923727576365844,0.009521884782113754,0.002697418906558149,0.009939253419512729
8.427149003011129e-05,0.09009073010934705,0.027404256015813474,0.0006922591916689383,0.030628039448771585,0.12105616964343845,0.0014222200439892969,0.009205080734711789,0.009908149561431313,0.03301740935745545,0.0026773592593900314,0.004445447851052772,0.0003112561647361735,0.017446984809390016,0.0006622998847799419,0.03842344101389289,0.0030501420492187875,0.01995286119071668,0.005589094540825963,0.020506963223936914,0.01446260569533677,0.005082294382644121,0.052749659720850245,0.005269740641489439,0.00845033612664884,0.0002908850023274061,0.005421902946748481,0.03427913068361223,0.030199486262984538,0.0019955123750051663,0.017415913325521486,0.24151389041088978,0.004152152132250046,0.014216955877759471,0.0008516088147222866,0.03485998121476667,0.020786951358272035,0.011284592891305664,0.0012217313228113748,0.0016870709421981872,0.00536065977452714,0.001374951976050475,0.0027165557015191542,0.00811152364949897,0.0015887504448976663,0.006738100626381542,0.006616163866656645,0.021587075096046696
0.02933258078208823,0.007930130918926463,0.006105456285694805,0.015030528945094433,0.025924425308217543,0.11921325654307885,0.0004324190685521007,0.009205080734711789,0.010204236088803522,4.241213334957811e-05,0.0025194366214985023,0.0044481294709097586,0.0003650986163759752,0.015541109307438263,0.010969222224790555,0.03842344101389289,0.00020438245899122732,0.01994992537426082,0.005589094540825963,0.020341322571519292,0.01583665856721641,0.005042889242906059,0.05270434060391141,0.0053545829351511155,0.00845033612664884,0.0002894490493093601,0.033515923385047226,0.03427913068361223,0.030714098489811718,0.0020006330260498063,0.017415913325521486,0.24082250779934278,0.0022742339502822783,0.014216945906781395,0.0008514566740247295,0.017604954489051427,0.03740777082194802,0.005156309116993795,0.0012181580274802915,0.0015842965066707022,0.05315895295579579,0.0013749578531300653,0.0009524573092288924,0.036213704118701714,0.0015887504448976663,0.006738100626381542,0.006616163866656645,0.021410708389586818
5.227415432013929e-05,0.08401940296434524,0.00020759226632105715,0.014879073126336276,0.030390237071764123,0.12105616964343845,0.0013524398302100944,0.009203660083527281,0.009700803455155636,0.002686204761237198,0.0017230335192087308,0.004418300692131934,0.00030573703244603,0.017434956312846996,0.03695395134855141,0.08842221165746207,0.004631796076960289,0.02598867245081951,0.0056020374109543546,0.01870969498426285,0.015593623796800769,0.004723804655563804,0.05274971655296697,0.005289985191146002,0.00845033612664884,8.423868519702796e-06,0.005451553637025456,0.012085866686755778,0.030761946937576206,0.001986671019526113,0.003067599627993153,0.22489505407710692,0.0021440854909644666,0.01331459927355957,0.0010222530348818137,0.014581873252099723,0.03730715279157775,0.004227666563132584,0.0009009069830262607,0.007222615453191688,0.005982140408941709,0.0013230361932753353,0.0003729959817223764,0.008206654701070496,0.0016023381676907385,0.006690329097973541,0.025844601021832198,0.021438346644970577
7.957691532341216e-05,0.003210718170139343,8.400168198927789e-06,0.007173252836069373,0.0037086221645709874,0.07646408481956636,0.001119816615915814,0.008206813999156544,0.005801049727074267,9.222076630727508e-05,0.0010252835346010718,0.004385888590397935,0.00017698369005227218,0.012457583147828558,0.01458683100471766,0.07917532617363454,0.004448095134914834,0.018923168968312788,0.006058317133674253,0.17936655348206626,0.0027380551114877076,0.004808609119359628,0.052765857627260396,0.005432288858550412,0.008229626693933382,0.0015155922849642107,0.04760118952700373,0.009628725848549667,0.03021338606443512,0.0013782195027731078,0.0016097730594434242,0.0006745001453046587,8.86108025469996e-05,0.014214765541192413,0.0008115939292781229,0.01716754897107744,0.014861165283240085,0.005017098882245608,0.001239376289313789,0.0009508227416867415,0.005329904281377361,0.001562533012477991,0.0011017285828905875,0.04076150995901488,0.0019477731948050387,0.0030065758973523244,0.0007113053378867709,0.021277298108497752
0.0012848001434586078,0.006661644468262319,0.007576154490268134,0.001289556430086304,0.00664249121904356,0.056775250446072005,0.001406476465987598,0.009193545730507211,0.00205501515768824,0.0003120520349611017,0.0002382450166670976,0.0043825218597035665,0.00029820283887706364,0.016376353614828493,0.012344238347810448,0.0005042764005615211,0.0029749991262193313,0.01999092452226337,0.006122234021851878,0.038657729450437155,0.015681230707548354,0.004740978223319146,0.06687300785021298,0.005254230514624691,0.008760698631461405,0.00038885640233326277,0.006219059637198044,0.011755977098250735,0.030124355071509165,0.00041545629909086875,0.0014560261390764908,0.08505089643509677,0.00460871388368439,0.012496646571786804,0.045717516534357516,0.013682525915232998,0.037371013858963326,0.004743749779826039,0.0002585111836010247,0.002123764633181467,0.0054261732989215475,0.0012173398040591396,0.00011474763478731354,0.03544836340552813,0.001606360624399077,0.006070161130711207,0.0027104764876026404,0.021429788625799636
0.0013092139562876598,0.0055545930073273575,4.2433188362696675e-05,0.006549900535863349,0.030284948990330483,0.03683636461934756,0.001234109001212539,0.009134001296624495,0.009844606634257977,0.0006370391057949258,0.002709993398235421,0.0040755580590017115,0.0003023050918181794,0.022220021154483918,0.014082892260749446,0.022894822809087917,0.004654332331019591,0.03415628358583476,0.006023349676244902,0.04599517339613166,0.07119841173134216,0.004750675340164351,0.040532412948418556,0.00544047465746703,0.006884558213250716,0.02186095430155315,0.0014798210381769816,0.03241175931676773,0.030122136653660165,0.0332360299894614,0.016318133827642935,0.19601599916575305,0.007715686782475751,0.012317304219877185,0.03178172782746937,0.022323068877870424,0.01847834223153237,0.005147939402527715,0.0012226554136301902,0.0017398218651973217,0.02278069685014099,0.0013713471763165687,0.0008185249329066663,0.03895245765372175,0.006935980420867283,0.0576205579247631,0.024852186400351584,0.026209065552520616
0.00038691251750041405,0.0032308770958156207,0.06772265128506329,0.014845367821106252,0.005916485890795064,0.08191204713695664,0.00277821460018664,0.009203951970728028,0.0020398898563783853,0.0012134418509183553,0.0027081390265506758,0.004386092817712234,0.00030998750358421243,0.01729521596463359,0.03647467058173309,0.014814227741677573,0.0032025130335746757,0.03290725353152947,0.005936618197564056,0.021669797051300572,0.07074777378117456,0.004667269203720209,0.0527547657703132,0.005418879975262247,0.008374524754455277,0.0007405358552928543,0.006205837332723185,0.03940197395410999,0.030542864325897902,0.08270318549857775,0.0062276450665093245,0.20316500316798958,0.0006429264281970237,0.014695558090372754,0.000887876268691735,0.017572002339634053,0.01924521901422158,0.0111662031396368,0.0012232735108891942,0.014132419474321293,1.0764497401549548e-05,0.0013898796827472117,0.0012409196561052175,0.03646857022988233,0.002138499751380419,0.008400460387757063,0.0016111188427231477,0.011638167450277393
