ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
0.007445582197303578,0.028498471042464314,0.030362173426563,0.002673000895101125,0.011617499422619526,0.012985017088327538,0.003873347225031729,0.01712643931848122,0.009563907853479868,0.021096949136895266,0.022389585848599295,0.039571411790310915,0.15660534519085206,0.006265651749979729,0.016157624979783784,0.022249507626341494,0.006369686994148378,0.002280579723399216,0.0033299539738713157,0.0468657827209917,0.018330757894245164,1.5711121483413457e-05,0.011152181551841694,0.008550769316089843,0.005586016901195292,0.0024000727867979077,0.01628732973602679,0.0282643920821918,0.007663414370378044,0.0168613956438996,0.020583189938733037,0.0024700382136921364,0.0017691916408693938,0.02074771768226947,0.027325403772550345,0.007695976601941759,0.0047492093732458655,0.00126755975437762,0.15775520498789775,0.10514970820110428,0.0015927745908237542,0.006861531731581662,0.000462515434102714,0.0008658056026525588,0.008453256303066939,0.040408888351211605,0.008888520136147817
0.004447682106241025,0.017937531794354505,0.01987293415902311,0.003811849906435951,0.041632699001745065,0.040299800820707964,0.03226201582740999,0.005058513864326695,0.00048182265490479166,0.08251897635723753,0.025152238638841688,0.0004763807879758636,0.007278811632868227,0.01738154044763727,0.18046393761010682,0.022188829222594426,0.009687779952893888,0.015008372878940999,0.021133871180089504,0.051116124256399345,0.017898392827792715,0.0187581147651317,0.004397185390920127,0.014532893468241104,0.02948415498518054,0.00021992610093633444,0.01631742281752711,0.03028244230164638,0.008108734291764568,0.005801112650727245,0.020690044507343196,0.00576479840809789,0.003184111640610627,0.0016289532165871846,0.026921816759970837,0.007085256316890855,0.012429472979641571,0.035825324115930916,0.011950786159658697,0.028751993730690012,0.001279001281419617,0.016776149425183455,0.024331032602018736,0.005163850825929966,0.0063948142221267445,0.044606446151386446,0.0008506216791348735
0.004512246319762025,0.016884909075854302,0.006066791709321506,0.003209744165459703,0.006609375571460444,0.013918409384514626,0.0012084983667529374,0.005181955656755597,0.008826745603017942,0.012315386853487546,0.016964135405816712,0.01545312293238986,0.003018487501123312,0.018375606306866396,0.008439041246890955,0.022275158744378826,0.0007362136398390058,0.0015252688030813772,0.003978247347996984,0.015148001047526845,0.018649505383756496,0.00210746861461219,0.004107950214991756,0.0017077228854499396,0.007560744407465776,0.00021091274808927114,0.015997298305296403,0.028195210900184668,0.007664189995636762,0.020403612019634428,0.02055970941898438,0.0023298644292436667,0.0058483516225962505,0.0041540248523305595,0.015218728095007288,0.005279648000742169,0.0127639732719859,0.0053846781887289755,0.0005199306712332639,0.0070086841002382685,0.0022488760237299936,0.002733263024099509,0.0004919140912303926,0.0006743460064229481,0.0240006581974588,0.01255082851399872,0.00649508629322799
0.004949909634405554,0.028683164798866293,0.030453556024209436,0.0030724732328981995,0.007146757037587699,0.012624245482675808,0.00802090274155922,0.004843007808515018,0.00879729952213594,0.020410393178705154,0.022328532292017207,0.03800386972871911,0.15741989273014384,0.018524831679045783,0.018594039804398735,0.0214997724944121,0.013530230900710417,0.0024362562894538068,0.0024102821693743662,0.0026002393888708546,0.0183838396589361,0.0018717763296628586,0.0011597704834418216,0.0016662433160101087,0.014228581207255436,0.00240099532517209,0.015982071733402787,0.028130165071110106,0.0073531825091242035,0.016883999858273453,0.004545309703790931,0.011886899884982597,0.0017691916408693938,0.00405047581047532,0.05576542178135248,0.007637995041236206,0.01333024699334021,0.004957200199819081,0.17180345710908843,0.10846838008339187,0.002169361695488117,0.006680277846057304,0.0003130114091561065,0.0006730580376788078,0.025148402617845247,0.00795403522286725,0.006560816551389698
0.004831785778520582,0.01628464178126756,0.019787419699054596,0.003109098859948426,0.019076643513435177,0.029632710870532555,0.004881441915404085,0.017021538747708953,0.008916288956428363,0.0834308346423566,0.016974656283619747,0.010304437299712105,0.003165039314170473,0.013332676769592326,0.007509697677480387,0.02134583827599045,0.0011582858492345258,0.001864319848661869,0.002799661177750241,0.007496484928110195,0.00547460915369636,0.002558816653013333,0.0013887067412546644,0.0012801764199183911,0.0063163440208788176,0.0002218722647143877,0.01601305753724911,0.02811546895998877,0.006644708205720584,0.004889305823421597,0.008470878653394699,0.10740807154621014,0.00328788308074198,0.002676842403220474,0.009509299503588562,0.0037958326679362513,0.01231651020448177,0.00537632002251421,0.0030535688747965906,0.1132781590498069,0.0019027199668511295,0.0023233676741431573,0.00010818851309565315,0.005244933102295254,0.0065843282519083175,0.012271418060088524,0.006442817195312472
0.022679166483243654,0.03005572316293545,0.01984600712392971,0.002756913647211384,0.01265243350639597,0.01392207336316225,0.0049533862256471205,0.0053313064332647505,0.00882549863537321,0.007060740522456949,0.024539111878349965,0.022703374058599943,0.003018180444302842,0.018379702868709123,0.008459477867441152,0.005186072047091315,0.011880371235896992,0.002362459188541287,0.00491793898135536,0.014575490377295035,0.008861498758920835,0.0030976090392115384,0.0010830109995080858,0.0009658808417772854,0.007068915349650635,0.0010963369632126657,0.015497285962886964,0.03032227992247869,0.007459726331168386,0.019511787251795237,0.020983352381868978,0.002814712737813434,0.003126590491992155,0.004222861711956164,0.02757685550544838,0.005269021844860063,0.0019370702686448528,0.005141858281803831,0.0013408009433626073,0.11655518664459816,0.0015657875570360576,0.016523375769847942,0.0197490423644074,0.0006664671770839837,0.02277246032859128,0.01623833903201717,0.00635766769816194
0.0058248584824579005,0.016578183036391688,0.01948101438756936,0.0025004084798243417,0.01702913356513727,0.015347108255394006,0.008032883347238003,0.15800271625661505,0.0088262745197895,0.015212079532406116,0.016682943159004395,0.030244568453493843,0.0030205632975059244,0.018401433233176712,0.00010907112330016573,0.02084025130750949,0.005762794924137545,0.002343879959502592,0.004025815888724072,0.015104382729166697,0.014822934954105391,0.00206352255437408,0.004214472184920534,0.0010094189778347218,0.026342336249248945,0.0008698165144797106,0.0043616197548927895,0.030251918807155186,0.007676301667853577,0.20674836079657866,0.020972430297184076,0.0025261836063763467,0.0006214197336747761,0.013352908491708313,0.015209941740653297,0.004986381762842597,0.01256696274207025,0.005048577297779215,0.0013070729075816846,0.11172787507657349,0.0015318732596644317,0.0025570396663359843,0.01930093776885932,0.00027553390901116734,0.02273888926514011,0.01308558804810478,0.006347481144687912
0.004515248835462674,0.017918681530798213,0.03202622903830612,0.0030507918351694607,0.006054728697506483,0.013922008349589829,0.005846984531392885,0.005688765222260265,0.009543362394843068,0.012608810822753534,0.01623619299573208,0.022799195236805535,0.02194872134093903,0.01838029185950705,0.01006704108576861,0.022231938182342554,0.000340898149382514,0.0015347952030983966,0.00456028866750049,0.005203299497648028,0.008569485495290687,0.0023761894025203754,0.0014138769320674695,0.001966940851027913,0.0067744418849634384,0.02613521290844474,0.003260817041889995,0.030097795574966214,0.009383756476649689,0.006943826446846068,0.016601653843386285,0.0026482780354382244,0.00022626628923986787,0.006271092769937365,0.01717544267802881,0.00420082034565579,0.0019497128536605252,0.005149725322221181,0.0014195052054714987,0.1179237920002256,0.0019201814129600138,0.0027271668376700415,0.0007047024844935162,0.000547068791971848,0.024549254851254664,0.016368465865937515,0.006098793114259805
0.004515248835462674,0.016838306787341797,0.03202622903830612,0.0030507918351694607,0.005725769327391622,0.013922008349589829,0.004409487800266769,0.005688765222260265,0.009543362394843068,0.012098147661010465,0.01623619299573208,0.022799195236805535,0.007504071282430171,0.01838029185950705,0.009058038042312826,0.022231938182342554,0.000340898149382514,0.0015387095239274978,0.00456028866750049,0.005486182199536414,0.008617819969741168,0.0024446370693133193,0.0011411517404278035,0.001966940851027913,0.006760464199948197,0.026538343943389567,0.005326461423197909,0.030097795574966214,0.009383756476649689,0.007243335861452566,0.01650558736932147,0.0026482780354382244,8.847801535239938e-05,0.006271092769937365,0.01742331260557605,0.003935280950067014,0.0019497128536605252,0.005149725322221181,0.0014354660571145406,0.04681263522751418,0.0012467169989539202,0.0027271668376700415,0.0007047024844935162,0.0005475074827035373,0.024396826015514274,0.016368465865937515,0.0007500452333356169
0.0022649964581981864,0.016559983159026796,0.00712774101150865,0.002506035178740027,0.012727629932083935,0.029584173266664886,0.008318188382204033,0.13116904094936915,0.008923864015340753,0.012131093868103932,0.016845737794324696,0.012094066795515765,0.0019042423284939308,0.018437106455000612,0.008365692594088918,0.020623175498904526,0.0009184897781448669,0.0008691708959317493,0.0011670137725582953,0.014772184641104703,0.004924830091056642,0.0020458473544954035,0.0051361465912199466,0.0020708255792597865,0.007039432323379192,0.00020569907855249242,0.015124844395815393,0.028124636872539167,0.023800496555362326,0.005417158584424599,0.020983352381868978,0.00012145019292896246,0.0031130699535209727,0.00037331303032369354,0.00908554387230818,0.005318291215666619,0.0019798773965248933,0.005410122886332229,0.0030519983885710445,0.10548488494925166,0.0015564212527747398,0.002340663113630426,1.4941143003242147e-05,0.0006884224842406055,0.022772195940537865,0.013084226755918336,0.009096036241617202
