Date,ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
2020-01-15,214.45797729492188,373.6350402832031,1487.31201171875,1752.0643310546875,743.1968383789062,2577.81591796875,956.2258911132812,411.1817626953125,447.22503662109375,150.0505828857422,2782.225341796875,457.069580078125,117.0368881225586,1796.9248046875,562.0466918945312,1950.9644775390625,739.9633178710938,469.44854736328125,598.3094482421875,605.0989379882812,1969.4964599609375,205.1360626220703,1826.8309326171875,518.0255737304688,1352.4686279296875,645.5610961914062,171.8450469970703,264.6193542480469,333.72576904296875,1192.9776611328125,541.2177734375,7108.00390625,694.3727416992188,96.52376556396484,83.49581909179688,76.19390106201172,678.5616455078125,986.1221313476562,293.8934020996094,194.1147918701172,419.8653259277344,370.7375183105469,41.28124237060547,1891.518310546875,628.7511596679688,1162.2301025390625,4370.98876953125,113.961669921875
2020-01-16,217.8243408203125,373.7784118652344,1565.6151123046875,1745.31201171875,734.2342529296875,2568.36669921875,959.5166625976562,412.4522399902344,453.0083312988281,148.07852172851562,2814.432373046875,453.52825927734375,115.82492065429688,1828.4581298828125,565.6669921875,2037.1812744140625,729.9702758789062,467.4783935546875,599.8934326171875,596.2169799804688,1936.2515869140625,201.2954559326172,1851.770751953125,519.52490234375,1338.9005126953125,645.0985717773438,170.67529296875,259.8890075683594,338.8941955566406,1189.1021728515625,539.0331420898438,7088.720703125,717.4885864257812,94.65330505371094,83.39533996582031,77.05685424804688,684.8179321289062,987.8510131835938,293.0323181152344,194.16773986816406,419.8653259277344,363.91845703125,40.648170471191406,1901.6268310546875,619.0252075195312,1170.12646484375,4337.8662109375,114.97159576416016
2020-01-17,226.14125061035156,370.5755920410156,1592.224365234375,1740.46142578125,736.8235473632812,2573.318359375,968.7755126953125,413.5760803222656,478.00555419921875,145.54534912109375,2791.38232421875,453.5754089355469,114.53034210205078,1832.6466064453125,584.3272094726562,2014.0960693359375,741.74951171875,471.8518981933594,595.467529296875,596.3642578125,1951.7606201171875,201.6795196533203,1861.7559814453125,514.5921630859375,1305.873291015625,645.8134765625,170.10818481445312,256.04852294921875,338.2070617675781,1175.491943359375,540.7903442382812,7143.34033203125,721.4392700195312,94.4584732055664,83.99819946289062,77.42948150634766,704.0101928710938,984.3438110351562,288.228515625,192.15391540527344,425.0546569824219,360.1774597167969,40.718055725097656,1884.8935546875,615.5460205078125,1166.0557861328125,4351.8330078125,115.2699966430664
2020-01-20,224.3095703125,363.357177734375,1602.995849609375,1758.2459716796875,724.17626953125,2561.434326171875,954.5905151367188,405.8407287597656,486.2742004394531,146.58746337890625,2778.874755859375,453.4338073730469,110.81179809570312,1821.71826171875,589.1895141601562,2020.9920654296875,746.1426391601562,464.3265686035156,584.6358032226562,587.1388549804688,1921.219482421875,199.0391082763672,1864.060791015625,517.3002319335938,1286.26953125,646.3180541992188,171.49057006835938,254.17510986328125,322.2337951660156,1180.359130859375,538.7954711914062,7076.3251953125,720.4019165039062,92.15934753417969,82.32360076904297,80.2732925415039,682.3466796875,969.6727294921875,284.6030578613281,189.61895751953125,420.23944091796875,362.87664794921875,40.33985137939453,1843.48583984375,615.348388671875,1165.1728515625,4333.30712890625,113.84689331054688
2020-01-21,222.03231811523438,363.2615661621094,1599.700439453125,1722.1063232421875,714.6161499023438,2555.9462890625,950.7562866210938,404.4724426269531,489.1897277832031,148.73587036132812,2779.589599609375,447.05938720703125,111.36271667480469,1801.3057861328125,589.3533935546875,1991.80517578125,745.0322265625,460.22894287109375,579.7207641601562,590.8191528320312,1907.778564453125,196.9747772216797,1857.328125,513.6249389648438,1290.5186767578125,641.3136596679688,169.04478454589844,250.33460998535156,323.66778564453125,1173.8248291015625,525.11669921875,6936.73876953125,714.0238037109375,91.30206298828125,82.22313690185547,78.6846694946289,683.0368041992188,961.0281982421875,284.33111572265625,192.44541931152344,418.3226318359375,365.3863830566406,39.147701263427734,1844.0799560546875,615.9017944335938,1153.7452392578125,4348.7294921875,113.43376159667969
2020-01-22,223.666015625,366.7512512207031,1607.8157958984375,1692.1483154296875,709.6369018554688,2538.904052734375,952.072509765625,404.82427978515625,491.8185119628906,146.04237365722656,2775.212158203125,445.3595275878906,105.71607208251953,1786.237060546875,589.661376953125,1995.9149169921875,765.5492553710938,465.4298095703125,578.0901489257812,601.3695068359375,1908.0565185546875,195.486572265625,1853.9847412109375,505.6939697265625,1281.8756103515625,647.7899780273438,168.76116943359375,249.02320861816406,315.7807312011719,1166.4788818359375,525.8765869140625,6778.05908203125,726.5442504882812,87.40528106689453,77.96963500976562,78.46892547607422,682.7919921875,969.8704223632812,286.5517578125,189.91043090820312,417.2940979003906,364.6761169433594,39.05726623535156,1874.530517578125,615.783203125,1155.167724609375,4342.32763671875,112.85991668701172
2020-01-23,227.3294219970703,368.9024658203125,1659.4111328125,1689.152587890625,719.9937744140625,2529.6611328125,950.7462768554688,403.221435546875,500.5650939941406,150.38723754882812,2781.1083984375,439.2684020996094,105.08252716064453,1826.9658203125,585.0588989257812,1978.486328125,780.9972534179688,471.9702453613281,579.9536743164062,604.5591430664062,1932.4735107421875,196.4467010498047,1858.6837158203125,510.3848876953125,1286.1246337890625,659.6910400390625,168.6548309326172,249.77256774902344,319.8338317871094,1200.8189697265625,538.1305541992188,6788.98291015625,726.5511474609375,88.4573974609375,78.90740203857422,79.21420288085938,679.8974609375,974.069091796875,292.94171142578125,191.50027465820312,420.6134338378906,372.4422607421875,39.48480224609375,1865.208740234375,608.0340576171875,1181.1126708984375,4390.291015625,114.16825103759766
2020-01-24,227.47793579101562,367.8507385253906,1641.5078125,1699.328857421875,734.333984375,2537.04736328125,960.6734008789062,409.9356384277344,501.13873291015625,149.4573516845703,2852.178466796875,433.3189697265625,106.84539031982422,1839.531005859375,583.7590942382812,1979.9102783203125,793.6454467773438,480.4694519042969,579.81396484375,595.9716186523438,1963.412109375,197.21482849121094,1873.8643798828125,516.3330688476562,1270.963134765625,658.3453369140625,168.8320770263672,254.69029235839844,327.22296142578125,1225.0645751953125,539.3180541992188,6771.267578125,736.207275390625,89.43160247802734,79.27582550048828,77.25296783447266,677.5374145507812,987.752197265625,293.7121276855469,191.47381591796875,418.6965637207031,364.24993896484375,39.7437744140625,1858.781005859375,622.5440063476562,1204.4091796875,4503.14208984375,114.12216186523438
2020-01-27,228.27001953125,364.5044860839844,1668.4119873046875,1700.8026123046875,737.1720581054688,2544.02099609375,953.0797729492188,406.98907470703125,491.7229309082031,149.9864044189453,2835.8291015625,438.607421875,106.51487731933594,1847.08935546875,614.0601196289062,1995.461181640625,785.0523681640625,477.8207702636719,565.2085571289062,588.5618896484375,1953.1527099609375,190.3497314453125,1862.7049560546875,519.6215209960938,1227.60302734375,654.434326171875,166.3153533935547,246.16624450683594,322.32342529296875,1215.5103759765625,549.3396606445312,6790.59716796875,732.0276489257812,88.18463897705078,78.53900146484375,75.70360565185547,670.8579711914062,980.1943969726562,286.5970764160156,190.793701171875,419.2575988769531,362.1663513183594,38.02132797241211,1846.7353515625,625.8651123046875,1190.6275634765625,4536.314453125,113.08511352539062
2020-01-28,227.62643432617188,356.5690612792969,1650.410400390625,1692.005615234375,734.0849609375,2526.11181640625,960.4291381835938,411.74365234375,469.59344482421875,154.2190704345703,2842.12744140625,438.8434753417969,104.20110321044922,1874.4344482421875,614.1371459960938,1994.652587890625,780.9972534179688,475.52789306640625,569.8673095703125,592.5366821289062,1963.57177734375,188.18942260742188,1862.0272216796875,510.8684387207031,1211.7171630859375,654.3502807617188,163.58596801757812,239.09413146972656,323.85699462890625,1213.7528076171875,543.8302001953125,6646.4501953125,720.3740844726562,87.32733154296875,78.10360717773438,74.70336151123047,655.36181640625,975.9461669921875,285.6000671386719,190.75839233398438,423.46514892578125,360.5562744140625,36.68941116333008,1859.079345703125,628.03955078125,1172.1864013671875,4470.45556640625,112.48590850830078
2020-01-29,230.00270080566406,366.5122375488281,1660.493408203125,1708.981689453125,732.1928100585938,2551.65478515625,986.6503295898438,431.87640380859375,468.6375427246094,153.6098175048828,2871.565185546875,435.8687438964844,105.24781799316406,1888.44384765625,606.260986328125,1910.04833984375,774.6249389648438,481.37860107421875,575.7607421875,593.8125,1977.490234375,189.8696746826172,1874.3165283203125,509.3209228515625,1215.09716796875,664.1907348632812,167.7686767578125,244.71437072753906,326.7250061035156,1230.9227294921875,548.8172607421875,6659.037109375,741.4058227539062,88.22358703613281,78.80693054199219,75.46824645996094,658.96875,995.65576171875,286.82366943359375,195.59866333007812,420.8471374511719,363.1607971191406,37.17860412597656,1834.2633056640625,635.867919921875,1163.5543212890625,4430.833984375,113.7303695678711
