ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
0.00042722819105588637,0.006054486073714194,0.0032952810519144395,0.0024646406927199696,0.0006226113883935234,0.0495730547144191,0.003697697614856202,0.0021016304155058664,0.004483957111719,0.012640960243187355,0.016439001312616372,0.010919374709384297,0.00810029131770681,0.004970405888368326,0.0003133629445860809,0.02315458749252942,0.0002487875144892485,0.0002249442281353621,0.004236846023114025,0.01417282182910965,0.0015416962738111191,0.0004709194476250054,0.008805975257707963,0.0237092126943603,0.005224682649783037,0.0018335108764099568,0.005833256792831747,0.006259787060038253,0.008291710143877544,0.017244263269956896,0.016385247743697214,0.002635950293324977,0.014260309234091474,0.014322958107105726,0.012629649615521162,0.00569365126365264,0.0046071807435774164,0.005531906908522766,0.012634450355832558,0.009284534168151046,0.0012720463947838276,0.015432100140152337,0.014819062019770485,0.006044590484196418,0.009183395030255299,0.01800337685127055,0.008732601888347565
0.005553774256638535,0.09763976155050967,0.003369386454397167,0.003413486016515669,0.001707242497049873,0.0315975690178044,0.003684930720690903,0.0044767958129428645,0.00463933937553237,0.010572294005967573,0.01654095784851716,0.05799732644711804,0.00801453976132855,0.018380963038165585,0.016645435904139243,0.058121253976601936,0.0011655832182094492,0.0010412452602036517,0.004375077559652468,0.019787249109280335,0.038921784990858146,0.10579268451403642,0.010126909098833788,0.014719310753391905,0.003536767918315157,0.001828296164170587,0.0012230530635314349,0.031562144824219915,0.00821464740049759,0.01757134524489491,0.010277254146206465,0.0027401047461374788,0.008328706357513408,0.013490735250966841,0.015765700865673447,0.019781703502632357,0.0023776511891475593,0.0013747785716593508,0.06179848434779203,0.16009716733039936,0.0018965184586548112,0.015486603881136634,0.022059608783796727,0.005455100205687933,0.008064511982202259,0.041264372811628924,0.005295133966878682
0.005482867720747656,0.007168225832794431,0.003506520633543809,0.0031070662534428643,0.000635038962283537,0.04193059549089609,0.003965673323008295,0.002581866643388944,0.014736011935064795,0.011763125876569415,0.0049652859907222836,0.12197397991856473,0.007564251451621552,0.01738670639847927,0.016532910778136862,0.02311011300010428,0.0006005510801936654,0.04225943588329536,0.020758681782820986,0.01912856926750261,0.013838518784600188,0.0004705702630775776,0.004245149622289453,0.01570836886330633,0.006022562919147584,0.0202317107766658,0.005582141332663421,0.007808031331640477,0.008193960625612687,0.017589073683105718,0.010373980313407902,0.0021204774392182104,0.016049371330434953,0.01386075035448409,0.015811541446914375,0.007881520127749031,0.007282420080337791,0.005456140212566652,0.00048680552911361565,0.0011995973179406017,0.0014471802739775969,0.005484482052313014,0.05945081640123124,0.0023063363548090263,0.007881307068094952,0.04462937308930611,0.007912648042269588
0.005525734130558859,0.09759490909076338,0.004230516328036521,0.0032707658335803295,0.0033129174876756033,0.11694519385930936,0.00535597375901742,0.0028239802523069607,0.0146996597402273,0.010895028871049582,0.017102140178808657,0.08549683343852066,0.005079930811283154,0.0029483796755058,0.017505017624969386,0.03802119275635451,0.0007630647396488911,0.0008911416842633533,0.003441609514036978,0.00349863443052026,0.11408128188854763,0.0012792042763031767,0.011365558782429145,0.024016082579872654,0.005188250014490174,0.003612559812317449,0.0053846985034768724,0.009556749071652623,0.008182675312590178,0.018024143797677132,0.010079522987104366,0.0026040085095382177,0.02295798364028307,0.014147627123789109,0.01579997258920798,0.0038817678140800546,0.012219260911552711,0.005206484627630141,0.03136288219401219,0.13335630568089696,0.0014205871650982214,0.015511850377204869,0.017728852857380923,0.005826892013686773,0.009415024418283027,0.04361963209793464,0.0027674332961312225
0.005553774256638535,0.09200150180982755,0.003369386454397167,0.003436872976428805,0.0008934986600323078,0.04121432652032644,0.0010803664933552687,0.0044767958129428645,0.00463933937553237,0.0113307865493413,0.01664034352571127,0.05799732644711804,0.00747439729447167,0.018380963038165585,0.016645435904139243,0.058121253976601936,0.0011655832182094492,0.0011472815600547925,0.004423165663292431,0.002434026013391509,0.03959611375495463,0.10579268451403642,0.005051015425122333,0.014678269041058891,0.005255675757069139,0.0019828890904959144,0.0011862432857369385,0.03213574413960898,0.007587991344236287,0.01733875131058382,0.01027934972310848,0.0027401047461374788,0.004545129235183493,0.013332380098205287,0.01576590127827409,0.004087661917797396,0.0021828107449600163,0.0012769880383454143,0.06179848434779203,0.16009716733039936,0.001902348050979688,0.01548683530761606,0.017937407622803048,0.0058065451107009655,0.04101282701923919,0.04568688908375952,0.005295133966878682
0.005574323637446365,0.0974538812206654,0.0033719607970487007,0.002432505186529729,0.021320775797476363,0.040231744090873774,0.003988792382700038,0.002379214375161906,0.00815717174993532,0.019552161747049542,0.00949070951422934,0.05799732644711804,0.005204690512647471,0.004152352143903635,0.01654057706603577,0.058121253976601936,0.0012379799727292907,0.0011473858685332528,0.004391401913753064,0.01936132660329737,0.038921784990858146,0.09729423540526984,0.005142359116872823,0.015684149506685896,0.003536767918315157,0.0013377428214303069,0.01626708607476796,0.03159915309531876,0.008215183369834476,0.01756944735471098,0.01027934972310848,0.0028725883330868052,0.016284459555817893,0.014080404267198605,0.015765700865673447,0.005910665021715229,0.0021828107449600163,0.005577269684460793,0.010363948591727876,0.16009716733039936,0.001902348050979688,0.015471248602789053,0.015008921208495358,0.0075861476895214466,0.008066954776983052,0.04467353756611145,0.0013707934276141667
0.005553774256638535,0.02519518421675041,0.004221192146144009,0.003436872976428805,0.0008934986600323078,0.015486356801839494,0.0010803664933552687,0.0009142458591121019,0.00463933937553237,0.0113307865493413,0.01664034352571127,0.05799732644711804,0.007437001766655172,0.01837869779537429,0.016645435904139243,0.058121253976601936,0.0011655832182094492,0.0011476170504128127,0.004423165663292431,0.002434026013391509,0.012856220737787954,0.10579268451403642,0.008652015712092745,0.014678269041058891,0.0034883205741230725,0.0019794265505071367,0.0011862432857369385,0.03213574413960898,0.008232411919984348,0.01733875131058382,0.01027171759067123,0.0027401047461374788,0.004545129235183493,0.013353547769656783,0.01576590127827409,0.004186655908215517,0.002382850394447902,0.0014171256275843148,0.00946733808138999,0.16009716733039936,0.0014518348941731987,0.00602545502259168,0.018245581756784923,0.0058065451107009655,0.04101282701923919,0.04562072650486055,0.008318693236697464
0.0001230115517883175,0.01439381568657343,0.004230516328036521,0.0025408879611372105,0.0007436577629569043,0.09331201649632549,0.002283681575442347,0.002759594549445717,0.014657293043515717,0.01174938896709905,0.009134214181258224,0.012085266000179735,0.005083611183021298,0.0014974263165725612,0.017510981300479067,0.02174599044972816,0.0012669016530597766,0.0008911416842633533,0.004645473264500313,0.0022250090693613786,0.1135410619245264,0.0004940405495188298,0.0058172149544607026,0.02374842785949985,0.006019626543643156,0.003622028113421966,0.006172616426748895,0.009601529762454743,0.008185609524296629,0.01637759786474204,0.009862689678025498,0.13078497094859848,0.09947862602012995,0.014097898016045206,0.015891876612925213,0.005909826676684202,0.012219260911552711,0.005484547578299814,0.009986186398637745,0.0005406252928446837,0.0003728950765012107,0.017348830623600958,0.0224646417823856,0.0024277595948580923,0.02443198462191936,0.04361963209793464,0.007900185724984172
0.005574323637446365,0.10088564755458548,0.004405982540877686,0.003213256974546567,0.021320775797476363,0.007192407781611593,0.005298774138311711,0.004392803740793954,0.009365441745151531,0.007025524635359081,0.018638083421361137,0.057780674834443255,0.007466926155462935,0.017641486458682822,0.01744975655718902,0.05756196736585409,0.0009258894802418278,0.0011472815600547925,0.0020465440768870297,0.004229729824063007,0.038996728899403095,0.10613616191248051,0.005158622052899866,0.01088745160557443,0.0035648420192008192,0.0037571617925973664,0.005103337999485956,0.032950540619701645,0.00821543245482195,0.01087970202364752,0.009939962819548207,0.007323995222161872,0.015135007692966732,0.013389238152823706,0.017464819286734053,0.0059871900447231756,0.004987759544318339,0.005573027727449264,0.010363948591727876,0.13462993559623293,0.0019255528012664183,0.005417825164200659,0.019017690388069882,0.00758889747183598,0.009209909130585562,0.015782329526054892,0.005894359652636773
0.007361260138002276,0.01143212695691619,0.017914880980621165,0.003107568517798511,0.0011193873753230325,0.041616041302860896,0.0015743979176454082,0.002769600124236773,0.014888290202465763,0.005948503467242849,0.018669668329308498,0.09106538066514758,0.005234039396905138,0.01764248768766334,0.004631231887372493,0.05850356012250948,0.0003794009142287204,0.0014022202577680708,0.004378901850849245,0.0034436997312616287,0.11096964295994173,0.0037380794299616267,0.012348493444415413,0.015274117362072695,0.0070150549474311125,0.0012704987191183743,0.0005118280242521443,0.009699276688832187,0.008125948835416773,0.01662233052460717,0.01045864830255008,0.0030511111661058934,0.10372673872302582,0.019371430701347975,0.01586718072201515,0.005897301881801935,0.007245729864923073,0.007538691335329194,0.010432584493503474,0.010708344970138835,0.0015494260955444502,0.015490972955923402,0.01786651790195443,0.007221364155700364,0.02435240946029379,0.045873846771682956,0.007207478034519519
