ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SHRIRAMFIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
0.0016194533706809767,0.0014640970927686488,0.0019008455919583406,0.016058107380698797,0.0005198927106078268,0.0021408755216873977,0.0034586446367310844,0.0070920558321174365,0.010314069605219458,0.0006585254859653778,0.003376991510158813,0.0040418603858484005,0.0002315778383717151,0.011048311278843821,0.0173042979356276,0.0128207833986474,0.0034270221226950803,0.03334763560700028,0.0023123847929038452,0.005230043127293377,0.015600638981725017,0.003985797627947665,0.030246192437584994,0.0013826042963820554,9.023771897803489e-05,0.013375690698984435,0.004481618000075445,0.006918871493414446,0.0310927870168797,0.003373104222012358,0.004290359151234846,0.004017760801463708,0.00330225197687128,0.01008794066061837,0.002113358871940139,0.06281913253653028,0.018623467482193977,0.0009683491657281666,0.00016816398207828323,0.0002924955052327733,0.000753264040441379,0.0009819578739789646,0.00022733336935841676,0.007207550248010831,0.004272293768269624,0.003796624710166285,0.007185374566599404,0.005641159064977842
0.13151116030695978,0.01847149780856356,0.0048187088686711685,0.007600391359174,0.0005346250641897126,0.0026503915760406884,0.0036505469291147454,0.00380636417265738,0.013229196552540826,5.625391991239195e-05,0.008869626306953636,0.0006464131184286382,0.00022467869782097114,0.056696994896782905,0.015274231089053682,0.012763408013373905,0.003651989643455504,0.03327618966506924,0.001487891527168119,0.07354087222195516,0.00027507760123979003,0.005233948711294471,0.051888563928000155,0.0032497810165607694,0.0006992823320058502,0.27669893323121253,0.0043701935112256405,0.007294347197314778,0.029382462102976882,0.018669581059748926,0.0061349826937565875,0.002267845912948573,0.0034182026733873216,0.00022500917652699655,0.0007011315028330728,0.06299067550616395,0.020444477456752576,0.00010269976755317834,0.00048140069588064927,3.667851737408314e-05,0.000759101354637824,0.0007750786411894863,0.0007949763700649149,0.007653961001693174,0.0049903683014746545,0.010420836145459068,0.007820092865187247,0.011024702114251765
0.0015444642995417486,0.007656045774157811,0.0035114160334974963,0.008344345556491843,9.62805934123681e-06,0.3435402904905782,0.0024453117299892226,0.0044291253485220835,0.01026873011035536,0.0002047988904163408,0.0028681728622760635,0.003985684562612088,4.5119617869831483e-05,0.00375887058666996,0.07068995226744218,0.014775938986923623,0.0038610766435251075,0.03416129174897198,0.00231293574270948,0.010242211829135463,0.014426672517755422,0.004442438333643094,0.051697388107537275,0.002776888452825232,0.00012394529705488967,0.024879352326674528,0.0034669733440834505,0.01011225444494752,0.03095744845919613,0.008442586794868793,0.00599251092325633,0.004129976986498244,0.001658626034606233,0.0012443412952333895,0.006949109996151932,0.06110836875759607,0.015172022579650878,0.007395079004470545,0.00021311200027707042,8.673180277991949e-05,0.000740979608366151,0.015484044323279947,5.20616178720781e-05,0.0013014453597684243,0.004782071891943311,0.016943829908332646,0.007320129056172603,0.0003709291585370861
0.11928060811496213,0.017696125411123653,0.005245519823470497,0.007895029266807423,3.552228601775957e-05,0.002647006596694048,0.0034583723725384687,0.004282304629304415,0.018083291947636394,0.0007405117587229239,0.005520458372737031,0.0006696695443553033,0.0002858181333657927,0.013430088878935478,0.010394520200231913,0.10765012948878183,0.003500831580304841,0.03335465936224273,0.0023005993247122622,0.010060793899559509,0.0174157954334384,0.004010733227773254,0.05649441562724505,0.0032675694215132433,0.0006988893191436182,0.2796991370918715,0.034786233331093,0.006321386889312849,0.02747177816838136,0.0033115336895152415,0.00267615708831172,0.0038112298971593934,0.0008954682316082313,0.005582925350640835,0.0007253717499813349,0.062273853234414776,0.020245465316879315,0.000699781147343239,0.00017600808263750812,0.007089148234271803,0.0007735240343912311,0.0006528988984359032,0.0009161945101641021,0.007318432402267653,0.004861563213724739,0.000762438963450819,0.04317139744589928,0.0061224010696047226
0.001594131777610384,0.008313158606596982,0.0034312130121817337,0.008026301721420902,0.0005289480605549071,0.3435402904905782,0.0036111915800179474,0.006998573881636522,0.010280863901103141,0.00022276518906517488,0.004192170695875047,0.004035180918936678,0.00011454569924524354,0.011763876657208301,0.033841255861068495,0.01468904216657101,0.00344836503263605,0.03321745307986621,0.001997268186482691,0.0005586798629580864,0.01450465082569035,0.0003027110570085899,0.026670221405946163,0.001460125468068262,0.007938682059775395,0.222334169583468,0.026907989806548148,0.01509750680512538,0.030783514662367766,0.008576864219031982,0.004321625931589851,0.004124431896698174,0.001974845224996374,0.01015196722470307,0.001244830566699025,0.06260944960893894,0.018797657470118773,0.0002894996185038463,0.00016215197728125126,0.0003009772027600876,0.0006408538523505642,0.0006458329204803159,0.004566923891674482,0.009252196807421129,0.0017752200101077904,0.017222374427475914,0.003423164945179451,0.0010581732315000517
0.0002410231222597231,0.016315437417412426,0.0032807207646405392,0.00841886800391924,0.0006670249518453988,0.270925360724782,0.00346065007798396,0.00699517061310225,0.011595922610050116,0.004386048263819212,0.0034016161431147766,0.039904551534147584,0.00011478801134326309,0.004408477848305666,0.07068995226744218,0.024210581854586848,0.0034481832591680807,0.033867288032812665,0.00150318838535538,0.034823643933583,0.02212152303186318,0.0002698901093322022,0.042614568209433754,0.0014961217397020663,0.007998354311037471,0.023045994687535258,0.0026634829913671798,0.007158448273923708,0.015277409807501911,0.0037413695379725255,0.005298116148132695,0.004108208464259656,0.0017810928038788016,0.0050438333694708525,0.0016383269454866782,0.029535645030301032,0.015116145258593904,0.006567954407730626,0.0008656869240319198,0.00032079717956866663,0.0004629736440192075,0.000738818831530316,0.006995410651443973,0.04143314614640489,0.004414149318115089,0.017551466865104906,0.003394794988334298,0.011227149444825868
0.001594131777610384,0.008313158606596982,0.0034326731057502335,0.015764217425790806,0.00071561199072595,0.3435402904905782,0.0036111915800179474,0.006998573881636522,0.009988315391178225,0.0001935682771149116,0.004192170695875047,0.004687403232725264,0.00011454569924524354,0.011086060756922547,0.006791284022474708,0.014512450708963056,0.00344836503263605,0.03416129174897198,0.002312289436672151,0.010242211829135463,0.013327119761603704,0.0003027110570085899,0.03059191626488417,0.001460125468068262,0.007946878231506891,0.222334169583468,0.002710254444283366,0.007168419719931508,0.030783514662367766,0.008576864219031982,0.004321625931589851,0.004124431896698174,0.001956470738909719,0.009793788581118765,0.001244830566699025,0.06260944960893894,0.018797657470118773,0.0004493300951463621,0.00022301286960189323,0.0003009772027600876,0.0006408538523505642,0.0006458329204803159,0.004566923891674482,0.009252196807421129,0.00499207080936368,0.017222374427475914,0.003415950968663696,0.000568144193149094
0.12936693038254177,0.017867528315644053,0.0037124016650239592,0.007799902783221078,0.0008693422692393025,0.0026122635505521244,0.000998291204955535,0.004041432839235354,0.013229286572015856,5.625391991239195e-05,0.008725570496080783,0.07198520852008249,0.0002208333680211407,0.056696994896782905,0.016454273208269025,0.013171755223620142,0.0036692711602185723,0.0333508883759035,0.0014862808101103317,0.1369043182622614,0.014117176633793726,0.005261668832739961,0.04254662283393645,0.00544087575240487,0.0006971658985143003,0.013413357468839912,0.05962731095533087,0.007418659255380175,0.03068315346855484,0.018201830179328388,0.014666740205422149,0.005518723653032496,0.0038271370592081622,0.014978245214026829,0.0018214987843335278,0.06295870373532837,0.014861164379722545,0.0007001764305271063,0.0007097580220717641,0.007136848046096824,0.00048419501361625497,0.0009350484710869245,0.007721248471092697,0.0086764447577755,0.004813033563526579,0.009669851455106139,0.0039044373002786754,0.011224754869305645
0.05044450470742018,0.006327473654992557,0.0044560837478497374,0.016070839129087355,0.00040018336086379834,0.004855376409671897,0.002364580683127916,0.008462178433666838,0.012430940513346514,0.0010952666391250345,0.001373362602849617,0.004171813637828252,0.00020422254610252664,0.04941120946366474,0.013707154308171984,0.01255609879404668,0.0039051927999730787,0.03334926813039247,0.002331493689930625,0.07836558110164693,0.007057709158482477,0.0041287218548544165,0.002266665620269212,0.0028732796296208974,0.0007926198593923568,0.25575605552718605,0.02715584441145878,0.006707492655367032,0.014890444912701015,0.008718410076565404,0.014185309941696776,0.0008838985240823827,0.0017779095836682772,0.0008727765482793987,0.0007498010837703508,0.06303186851688922,0.02120707024305976,0.0008303573917196685,0.00014977418521527354,0.0032381342000217072,0.0010761484208298938,0.015027796502204403,0.007021583923074682,0.03680785757485751,0.004809495898151744,0.00014756002682823075,0.004687727130040785,0.06809995109875619
0.11928060811496213,0.007697644030379909,0.005226546856741849,0.00787100829258135,0.0006484815949524922,0.002647006596694048,0.0034509366032524475,0.004214558290128085,0.012932244872270208,0.0007850349448830316,0.003373292074847665,0.0006696695443553033,0.0002858181333657927,0.013519314018289895,0.006853254163397015,0.012766580253208232,0.0034848172302697203,0.03327065362156447,0.0023005993247122622,0.14374809454765042,0.0174157954334384,0.0051836325164984955,0.04214993207028442,0.0055287071001059295,0.0006963723064308901,0.23205308941176495,0.034786233331093,0.006321386889312849,0.027630436455776296,0.003577230030743229,0.014574660453363107,0.0037254199688780427,0.003766016557517401,0.005530750263978291,0.0017752391348880186,0.062273853234414776,0.02152976039354433,0.0001271727966290133,0.00017600808263750812,0.007089148234271803,0.0007352731450926611,0.0006528988984359032,0.0009171889988774311,0.007318432402267653,0.004861563213724739,0.016823597453832433,0.04310042006767899,0.0061224010696047226
