ADANIENT.NS,ADANIPORTS.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,BHARTIARTL.NS,BPCL.NS,BRITANNIA.NS,CIPLA.NS,COALINDIA.NS,DIVISLAB.NS,DRREDDY.NS,EICHERMOT.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,M&M.NS,MARUTI.NS,NESTLEIND.NS,NTPC.NS,ONGC.NS,POWERGRID.NS,RELIANCE.NS,SBILIFE.NS,SBIN.NS,SUNPHARMA.NS,TATACONSUM.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,TITAN.NS,ULTRACEMCO.NS,WIPRO.NS
0.0003260230226747583,0.00019271969419152175,0.004092558905240945,0.0012310590430945746,0.0014955542739846246,0.009539900539367345,0.004809076332197938,0.007366252925583463,0.009529784372522542,0.0011082585015396405,0.010626264982644056,0.021423061959298856,0.0017476528467402085,0.006381598691111115,0.012615748536953703,0.0012765267064466634,0.0013516238741369546,0.0011095775846955316,0.00311909806828262,0.004119207033436621,0.01814136404590444,0.0014372978361896075,0.0003483449067062088,0.0012026341172303584,0.0067105524523286,0.00160681177178749,0.008318289145768805,0.01943406195799498,0.007602836733883487,0.0058533516031220815,0.000686452763738656,0.001954979901146794,0.0005552935368416819,0.005323039462121496,0.00018033728780137911,0.006142766650719992,0.0013656800935515443,0.0065782013191723904,0.0008165352517369474,0.0021876639419215783,0.0018732038794905446,0.015934008000632185,0.02429790121849529,0.004703877268015407,0.008864607308955174,0.00026273800036903113,0.0021399955521666137
0.0003313645933416933,0.00038019062057865257,0.004082922585680607,0.003326469237328074,0.00038792923055164935,0.0023918656568686107,0.004814309792507433,0.0077384714840134814,0.008984132589262402,0.0030940677873105976,0.016325675988160444,0.019740751511464316,0.005020805183568646,0.006803557297169653,0.0011792500985650504,0.021469333609360878,0.0008409870660238249,0.003704498547749537,0.03434607837523065,0.0027104494267578575,0.01783252126766012,0.00038892921985858445,0.0002672741409034587,0.010411349698493083,0.006810433067040992,0.0016079351347763249,0.006436747427382351,0.0004359621173507921,0.007584239623125592,0.01817441254431769,0.0007818801327123676,0.0019467181715203143,0.00577804239866435,0.0020849648524037387,0.0001825082913633097,0.006108645544887804,0.004815404202572964,0.006586365659030369,0.0010615682999574687,0.007765950615707808,0.002013409540735111,0.016533611369662592,0.02437487162832138,0.004257643432100036,0.024830707002483424,0.003342617697586692,0.0009578862417615654
0.0003260230226747583,0.00016318884126841592,0.004092558905240945,0.0012310590430945746,0.002345204625449609,0.008971097665153476,0.004809076332197938,0.007489503396162219,0.009546477824638109,0.0011082585015396405,0.010626264982644056,0.021423061959298856,0.0017476528467402085,0.006381598691111115,0.013288061451943268,0.0012765267064466634,0.0013516238741369546,0.003599925370079516,0.003912041996618316,0.004119207033436621,0.018343513232329595,0.0012151344864385304,0.0003483449067062088,0.0012026341172303584,0.0067105524523286,0.0027099942043358285,0.007844007553228019,0.01943406195799498,0.007602836733883487,0.00602918024920539,0.000686452763738656,0.001954979901146794,0.0005552935368416819,0.005323039462121496,0.00018033728780137911,0.007578074846326769,0.0013656800935515443,0.0065782013191723904,0.0008165352517369474,0.007919727835196885,0.0018732038794905446,0.0033787422212075598,0.02418169797927905,0.004704311154793181,0.009119500711415204,0.00041929740662159957,0.0021491002551425695
0.004770693531090648,0.001625736506472278,0.0016917463169864493,0.0006074360661055675,0.0005170961315763793,0.03738554000758773,0.008535194455722117,0.00432994916190129,0.008898855496413475,0.0017248461803921079,0.14694079712586325,0.33462830438894015,0.005190868621322396,0.01645602693272334,0.017700696652255824,0.023553600194737158,0.0008220964054330634,0.0027387083943880924,0.0027165199370213144,0.0018490489789532872,0.02147524253314132,0.0005881658526449873,0.05314606763238616,0.010732672155583114,0.00707307990418263,0.0013930064836137094,0.003820852754063972,0.028642211531598814,0.008670456585896139,0.003852808301369474,0.022911007305652563,0.002666606246202387,0.0008334556376039101,0.09504742782959427,0.015022249458309649,0.007456771450518097,0.0012988069061293807,0.005297131981057246,0.0015825823684049644,0.00032761444207538406,0.0019103550302977624,0.012134365372524178,0.018278058519528403,0.030139756795649952,0.008871654822005985,0.0017876518933737976,0.006001367198712399
0.004890004773864504,0.00733232725363688,0.003239746853263054,0.003204666841939743,0.01217840729961223,0.041098579168494895,0.005006752519399015,0.013053272125741647,0.00945088997681368,0.004329823821042376,0.0008609846002352872,0.22692362194322885,0.007412614471198485,0.018611784080381933,0.017986006007269767,0.023553621490366355,0.0011989577602020945,0.0018734143857410063,0.01753774615002917,0.0027079355466436334,0.01766989889020709,0.00017199570098851315,0.010742765882975697,0.06860255474157778,0.006065535796959813,0.05754232162942104,0.0793565409012418,0.0030353244598947116,0.00851730468671166,0.023257667287825117,0.021371230267464375,0.001725284067221042,0.0013708998689226752,0.005491092762411704,0.012431296241718928,0.007608748643280836,0.003599958487571839,0.00793693310788055,0.011681604375335554,0.0014364310893597873,0.001108403095624325,0.010806276264497003,0.054972624137658216,0.09217330848422853,0.009513255121686362,0.04667793306542136,0.00618019560816168
0.0003260230226747583,0.00019271969419152175,0.004096100971252844,0.0012310590430945746,0.0014955542739846246,0.009539900539367345,0.004809076332197938,0.007366252925583463,0.014883382486641908,0.0011082585015396405,0.010626264982644056,0.021423061959298856,0.0017476528467402085,0.006381598691111115,0.012787770531885578,0.0012765267064466634,0.005597726325575031,0.0011095775846955316,0.004010821678599693,0.004093240726355474,0.01814136404590444,0.0014372978361896075,0.00029488426419577857,0.0022195560205965506,0.0067105524523286,0.0015976602926108057,0.00826359465434576,0.01943406195799498,0.007602836733883487,0.001507258086019059,0.000686452763738656,0.0019772462665873796,0.0005070900157087182,0.005323039462121496,0.00018033728780137911,0.006142766650719992,0.024472272514129815,0.0065782013191723904,0.011551949388716202,0.0021876639419215783,0.0018679507212120022,0.00490303495967203,0.02429790121849529,0.004633387691236534,0.023029334724237672,0.0043543050170730185,0.0021457707780397194
0.0007439133270694318,0.00927613576391278,0.006032851693899633,0.003624760598839298,0.000698421307386683,0.011180511140849074,0.0034905007199689617,0.00630311947075292,0.004125246575411782,0.004131541913035625,0.009817487362387543,0.18109414101783045,0.0014176270618321627,0.018237170703538218,0.017669825866098172,0.002636820050977619,0.0010648788473457463,0.000850531823074352,0.002588401473701746,0.0018609713964619682,0.022108857565505242,0.00011464955151812169,0.006717605695583272,0.0015376924277720723,0.006708404895933915,0.001619396286134374,0.06278396227602362,0.018043417661818457,0.007621891496017435,0.00047036872543639594,0.003166452065451823,0.0019230556515199757,0.0007493045342893799,0.005955479533792843,0.0005693596417176375,0.007877331867350705,0.001363527440166292,0.00830859899522008,0.001060808047310347,0.009739961760754453,0.0019173330344082052,0.015225846679461252,0.019336045591805223,0.0021296484070567456,0.009735256980706698,0.003303049123522207,0.006450020747393918
0.00010545209538753274,0.024034820376611695,0.018129257878191092,0.0032871576069293737,0.0004770646814281909,0.031020394574564743,0.004981129221477042,0.01665245084489527,0.015009284825426164,0.0043857775089329205,0.13937692048656686,0.2480140353107921,0.005092407150424848,0.01865914662245249,0.01854538660055332,0.023973427309287164,0.0008261175971348705,0.016536923134412282,0.0031473481967476506,0.0015977772468481655,0.020914817100371456,0.0009700061669028477,0.010574779225800194,0.013809370268134169,0.006142198908334643,0.0016822053260436187,0.01642698932011582,0.01946997968064142,0.007606210621870397,0.016924802242830835,0.022576778430803947,0.003188410242912463,0.03264912987614886,0.005283362046935172,0.016000945375593184,0.007447587584325173,0.0037304303466754968,0.005221820652012952,0.012696078136645512,0.0013509762775448292,0.001065256402921499,0.07751618361529496,0.024884037842432573,0.002353267135539085,0.025100812611766964,0.0018138317335563816,0.04329340212033219
0.0004768130157343292,0.0012775772192338023,0.0031948758259867528,0.0030043384096282246,0.0033650458595421845,0.012369563295119814,0.005220455261234874,0.015976735405657336,0.0095775321097234,0.0010904645056401888,0.016462977257269546,0.2114458929971415,0.0018005888785072336,0.006542493722563436,0.012659174797951344,0.0014173759964319099,0.00079558101235873,0.0012401833153262646,0.0055906153338645985,0.003889826440706154,0.018330573207587332,0.0015072386718514763,0.0004036230653761458,0.003481784092931847,0.005331169668943274,0.001594029190983253,0.008272557744800856,0.0031397404084185215,0.008415497250170633,0.005918634834796831,0.0026354974847135524,0.001922794948846787,0.00011603841434043856,0.0021102869980029033,0.0005527117969701305,0.007617081923538161,0.012419423995753746,0.005220906952405613,0.0012968572973048606,0.001175030557370022,0.0018772117800752914,0.016036576097161616,0.02464130489530092,0.004277603477103962,0.0236769134555145,0.0031559751740921236,0.0008039930403606735
0.0024888426964793592,0.0008059017753282507,0.0033586738056933874,0.0012749375692807329,0.002524322889380138,0.030274822409667803,0.00011320894797703807,0.004345258528089766,0.014641385841344964,0.0021024147620669394,0.1380222635270676,0.24845526788420458,0.001473252671537577,0.01899991990246847,0.01256198331309389,0.0017129516029272818,0.0036592634718759583,0.014019368710685928,0.0032450672079663858,0.0038278610949925916,0.018327900342986123,0.0021993936485196265,0.007104934033387463,0.003057497853410218,0.0033578470575903324,0.0016616848473563941,0.01668172250949747,0.0026809401296618487,0.01883188908956467,0.016675488583371634,0.02260144661272474,0.0002742219941554709,0.00015735286477630605,0.0020585196340672683,0.0009050579014363465,0.007923834770359517,0.00381880252349025,0.008431928191723705,0.012680892710805495,0.004197883586426285,0.002017691704754881,0.0033977414466936947,0.024919350045674478,0.002751097657186975,0.010415793922069469,0.004764559348211521,0.0017761589728485462
