CVaR_Risk,Return,ESG_Score,Prob_Score,Prob_Sharpe
0.0317614784213426,-0.0014153814509770516,65.29946832105162,0.3472977219676094,-0.04456142975373089
0.013571883402661338,0.0030118434843170493,25.04754905899746,0.15947161590790915,0.2219015219512233
0.04776468813109966,0.02779660159335621,72.83441717607913,0.5339292566846422,0.5819365883950948
0.0432649935609786,0.012345235922375587,78.80333868198562,0.5078767792641923,0.2853334664550428
0.04773191547758651,0.027850245492426665,72.48998724830267,0.5316690452206454,0.5834599712540928
0.01471463912584854,0.00368428180116893,28.388568851380555,0.18753250849927622,0.25036505514037505
0.015810349227944158,0.0031055450936834476,29.112317352457108,0.1854664687527836,0.19641240281979658
0.0473338487354946,0.02768051180190436,72.67342924281394,0.529344191342372,0.5847808230376322
0.04504142276157144,0.020703575787158007,75.9665302784281,0.5309337000825373,0.4596461406339258
0.018017212518204977,0.006872054760621304,33.421249959170154,0.2296235330426077,0.38139492214768905
0.037730198103086456,0.010718911947473505,75.1651245655821,0.4860566686861181,0.28408618030596505
0.046088627446002575,0.02337505270208487,75.85650401542433,0.5324314273181248,0.5071651475046198
0.04239072652171981,0.024600702606621092,71.5335211176602,0.525366415188049,0.5803184872410584
0.04375280941728958,0.012889990783148744,77.99479378826689,0.504524161518663,0.29460270899418384
0.017712958061081648,0.004283679452955375,34.766481420468764,0.22223566691617613,0.2418250872100013
0.04435771143589924,0.027159498185545666,74.27967611144102,0.5539613228176385,0.6122697730927694
0.016149046821705423,0.004016823486562961,31.251930550213675,0.2056179948439971,0.24871899944985978
0.018933830780268397,0.005434728915831712,36.25590921434152,0.23433776945434204,0.2870228405471219
0.0402560296624805,0.024669638963143288,63.49039446870978,0.46331424324005255,0.6128032587097543
0.038689552949670754,0.01862575725424427,64.17513787703058,0.44827428631305577,0.4814032324240218
0.032864440528174166,0.018122882622695652,49.5715184196343,0.3590260422993553,0.5514267367619693
0.016077700642450454,0.0036575489048059156,29.8716507764171,0.19082642495228153,0.2274778905423101
0.03955606946512258,0.02578336707796034,57.37113754743473,0.4354432791331063,0.6518017493862508
0.04145022356979099,0.02609703227504502,68.03953559407941,0.5150210899858897,0.6295841238825127
0.026272675407622202,6.93572219463731e-05,53.28947909940115,0.29044980372515383,0.002639798995394912
0.04519089348233726,0.020222818849551134,76.47885811790653,0.5291606968075679,0.4474877525867552
0.04102480438048303,0.02128795753396824,71.66473076660893,0.5180732102820397,0.5188918987800624
0.028445739321582276,-0.0009064141766449772,55.603310755459795,0.30864736528289266,-0.031863552669366545
0.04001704289245972,0.017621554084004783,71.35599602672097,0.48700174119530804,0.44034022681616625
0.03443671975284168,0.01749375937756862,55.06076529693155,0.39428058867713917,0.5079825117086939
0.01706177425450634,0.004729824683378042,30.563747264958238,0.2001978483912611,0.2772013866460712
0.03732639357198489,0.008519447455917739,74.52578471769837,0.4682565868058133,0.22823579791308518
0.034557326185221594,0.01677162206455212,57.843149181778436,0.4189430054146689,0.4853134950651713
